날짜,순위,팀명,경기,승,패,무,승률,최근10경기
2011.04.04,8,넥센,2,0,2,0,0.000,3승0무3패
2011.04.05,1,SK,3,3,0,0,1.000,5승0무1패
2011.04.05,2,롯데,3,2,1,0,0.667,2승0무4패
2011.04.05,2,KIA,3,2,1,0,0.667,2승0무4패
2011.04.05,4,삼성,3,1,2,0,0.333,2승0무4패
2011.04.05,4,두산,3,1,2,0,0.333,4승0무2패
2011.04.05,4,LG,3,1,2,0,0.333,4승0무2패
2011.04.05,4,넥센,3,1,2,0,0.333,3승0무3패
2011.04.05,4,한화,3,1,2,0,0.333,2승0무4패
2011.04.06,1,SK,4,3,1,0,0.750,5승0무1패
2011.04.06,2,삼성,4,2,2,0,0.500,2승0무4패
2011.04.06,2,두산,4,2,2,0,0.500,4승0무2패
2011.04.06,2,롯데,4,2,2,0,0.500,2승0무4패
2011.04.06,2,KIA,4,2,2,0,0.500,2승0무4패
2011.04.06,2,LG,4,2,2,0,0.500,4승0무2패
2011.04.06,2,한화,4,2,2,0,0.500,2승0무4패
2011.04.06,8,넥센,4,1,3,0,0.250,3승0무3패
2011.04.07,1,SK,4,3,1,0,0.750,5승0무1패
2011.04.07,2,삼성,4,2,2,0,0.500,2승0무4패
2011.04.07,2,두산,4,2,2,0,0.500,4승0무2패
2011.04.07,2,롯데,4,2,2,0,0.500,2승0무4패
2011.04.07,2,KIA,4,2,2,0,0.500,2승0무4패
2011.04.07,2,LG,4,2,2,0,0.500,4승0무2패
2011.04.07,2,한화,4,2,2,0,0.500,2승0무4패
2011.04.07,8,넥센,4,1,3,0,0.250,3승0무3패
2011.04.08,1,SK,5,4,1,0,0.800,5승0무1패
2011.04.08,2,두산,5,3,2,0,0.600,4승0무2패
2011.04.08,2,LG,5,3,2,0,0.600,4승0무2패
2011.04.08,4,삼성,5,2,3,0,0.400,2승0무4패
2011.04.08,4,롯데,5,2,3,0,0.400,2승0무4패
2011.04.08,4,KIA,5,2,3,0,0.400,2승0무4패
2011.04.08,4,넥센,5,2,3,0,0.400,3승0무3패
2011.04.08,4,한화,5,2,3,0,0.400,2승0무4패
2011.04.09,1,SK,6,5,1,0,0.833,5승0무1패
2011.04.09,2,두산,6,4,2,0,0.667,4승0무2패
2011.04.09,2,LG,6,4,2,0,0.667,4승0무2패
2011.04.09,4,넥센,6,3,3,0,0.500,3승0무3패
2011.04.09,5,삼성,6,2,4,0,0.333,2승0무4패
2011.04.09,5,롯데,6,2,4,0,0.333,2승0무4패
2011.04.09,5,KIA,6,2,4,0,0.333,2승0무4패
2011.04.09,5,한화,6,2,4,0,0.333,2승0무4패
2011.04.10,1,SK,7,5,2,0,0.714,8승0무2패
2011.04.10,1,LG,7,5,2,0,0.714,6승0무4패
2011.04.10,3,두산,7,4,3,0,0.571,6승1무3패
2011.04.10,4,삼성,7,3,4,0,0.429,6승0무4패
2011.04.10,4,롯데,7,3,4,0,0.429,2승2무6패
2011.04.10,4,KIA,7,3,4,0,0.429,5승0무5패
2011.04.10,4,넥센,7,3,4,0,0.429,4승0무6패
2011.04.10,8,한화,7,2,5,0,0.286,1승1무8패
2011.04.11,1,SK,7,5,2,0,0.714,8승0무2패
2011.04.11,1,LG,7,5,2,0,0.714,6승0무4패
2011.04.11,3,두산,7,4,3,0,0.571,6승1무3패
2011.04.11,4,삼성,7,3,4,0,0.429,6승0무4패
2011.04.11,4,롯데,7,3,4,0,0.429,2승2무6패
2011.04.11,4,KIA,7,3,4,0,0.429,5승0무5패
2011.04.11,4,넥센,7,3,4,0,0.429,4승0무6패
2011.04.11,8,한화,7,2,5,0,0.286,1승1무8패
2011.04.12,1,SK,8,6,2,0,0.750,8승0무2패
2011.04.12,2,LG,8,5,3,0,0.625,6승0무4패
2011.04.12,3,두산,8,4,3,1,0.571,6승1무3패
2011.04.12,4,삼성,8,4,4,0,0.500,6승0무4패
2011.04.12,4,KIA,8,4,4,0,0.500,5승0무5패
2011.04.12,6,롯데,8,3,4,1,0.429,2승2무6패
2011.04.12,7,넥센,8,3,5,0,0.375,4승0무6패
2011.04.12,8,한화,8,2,6,0,0.250,1승1무8패
2011.04.13,1,SK,9,7,2,0,0.778,8승0무2패
2011.04.13,2,LG,9,6,3,0,0.667,6승0무4패
2011.04.13,3,두산,9,5,3,1,0.625,6승1무3패
2011.04.13,4,삼성,9,4,5,0,0.444,6승0무4패
2011.04.13,4,KIA,9,4,5,0,0.444,5승0무5패
2011.04.13,4,넥센,9,4,5,0,0.444,4승0무6패
2011.04.13,7,롯데,9,3,5,1,0.375,2승2무6패
2011.04.13,8,한화,9,2,7,0,0.222,1승1무8패
2011.04.14,1,SK,10,8,2,0,0.800,8승0무2패
2011.04.14,2,두산,10,6,3,1,0.667,6승1무3패
2011.04.14,3,LG,10,6,4,0,0.600,6승0무4패
2011.04.14,4,삼성,10,5,5,0,0.500,6승0무4패
2011.04.14,4,KIA,10,5,5,0,0.500,5승0무5패
2011.04.14,6,넥센,10,4,6,0,0.400,4승0무6패
2011.04.14,7,롯데,10,3,6,1,0.333,2승2무6패
2011.04.14,8,한화,10,2,8,0,0.200,1승1무8패
2011.04.15,1,SK,11,9,2,0,0.818,8승0무2패
2011.04.15,2,LG,11,7,4,0,0.636,6승0무4패
2011.04.15,3,두산,11,6,4,1,0.600,6승1무3패
2011.04.15,4,삼성,11,6,5,0,0.545,6승0무4패
2011.04.15,4,KIA,11,6,5,0,0.545,5승0무5패
2011.04.15,6,넥센,11,4,7,0,0.364,4승0무6패
2011.04.15,7,롯데,11,3,7,1,0.300,2승2무6패
2011.04.15,8,한화,11,2,9,0,0.182,1승1무8패
2011.04.16,1,SK,12,10,2,0,0.833,8승0무2패
2011.04.16,2,LG,12,8,4,0,0.667,6승0무4패
2011.04.16,3,두산,11,6,4,1,0.600,6승1무3패
2011.04.16,4,삼성,11,6,5,0,0.545,6승0무4패
2011.04.16,5,KIA,12,6,6,0,0.500,5승0무5패
2011.04.16,6,넥센,12,4,8,0,0.333,4승0무6패
2011.04.16,7,롯데,12,3,8,1,0.273,2승2무6패
2011.04.16,8,한화,12,3,9,0,0.250,1승1무8패
2011.04.17,1,SK,13,10,3,0,0.769,8승0무2패
2011.04.17,2,LG,13,8,5,0,0.615,6승0무4패
2011.04.17,3,두산,13,7,5,1,0.583,6승1무3패
2011.04.17,4,삼성,13,7,6,0,0.538,6승0무4패
2011.04.17,4,KIA,13,7,6,0,0.538,5승0무5패
2011.04.17,6,넥센,13,5,8,0,0.385,4승0무6패
2011.04.17,7,롯데,13,4,8,1,0.333,2승2무6패
2011.04.17,8,한화,13,3,10,0,0.231,1승1무8패
2011.04.18,1,SK,13,10,3,0,0.769,8승0무2패
2011.04.18,2,LG,13,8,5,0,0.615,6승0무4패
2011.04.18,3,두산,13,7,5,1,0.583,6승1무3패
2011.04.18,4,삼성,13,7,6,0,0.538,6승0무4패
2011.04.18,4,KIA,13,7,6,0,0.538,5승0무5패
2011.04.18,6,넥센,13,5,8,0,0.385,4승0무6패
2011.04.18,7,롯데,13,4,8,1,0.333,2승2무6패
2011.04.18,8,한화,13,3,10,0,0.231,1승1무8패
2011.04.19,1,SK,14,11,3,0,0.786,8승0무2패
2011.04.19,2,두산,14,8,5,1,0.615,6승1무3패
2011.04.19,3,삼성,14,8,6,0,0.571,6승0무4패
2011.04.19,3,LG,14,8,6,0,0.571,6승0무4패
2011.04.19,5,KIA,14,7,7,0,0.500,5승0무5패
2011.04.19,6,넥센,14,5,9,0,0.357,4승0무6패
2011.04.19,7,롯데,14,4,8,2,0.333,2승2무6패
2011.04.19,8,한화,14,3,10,1,0.231,1승1무8패
2011.04.20,1,SK,15,11,4,0,0.733,6승0무4패
2011.04.20,2,두산,15,9,5,1,0.643,7승0무3패
2011.04.20,3,LG,15,9,6,0,0.600,5승0무5패
2011.04.20,4,삼성,15,8,7,0,0.533,6승0무4패
2011.04.20,4,KIA,15,8,7,0,0.533,4승0무6패
2011.04.20,6,넥센,15,5,10,0,0.333,5승0무5패
2011.04.20,7,롯데,15,4,9,2,0.308,4승1무5패
2011.04.20,8,한화,15,4,10,1,0.286,3승1무6패
2011.04.21,1,SK,16,12,4,0,0.750,6승0무4패
2011.04.21,2,두산,16,10,5,1,0.667,7승0무3패
2011.04.21,3,삼성,16,9,7,0,0.563,6승0무4패
2011.04.21,3,LG,16,9,7,0,0.563,5승0무5패
2011.04.21,5,KIA,16,8,8,0,0.500,4승0무6패
2011.04.21,6,한화,16,5,10,1,0.333,3승1무6패
2011.04.21,7,넥센,16,5,11,0,0.313,5승0무5패
2011.04.21,8,롯데,16,4,10,2,0.286,4승1무5패
2011.04.22,1,SK,16,12,4,0,0.750,6승0무4패
2011.04.22,2,두산,16,10,5,1,0.667,7승0무3패
2011.04.22,3,LG,17,10,7,0,0.588,5승0무5패
2011.04.22,4,삼성,17,9,8,0,0.529,6승0무4패
2011.04.22,5,KIA,17,8,9,0,0.471,4승0무6패
2011.04.22,6,넥센,17,6,11,0,0.353,5승0무5패
2011.04.22,7,한화,16,5,10,1,0.333,3승1무6패
2011.04.22,8,롯데,16,4,10,2,0.286,4승1무5패
2011.04.23,1,SK,17,12,5,0,0.706,6승0무4패
2011.04.23,2,두산,17,11,5,1,0.688,7승0무3패
2011.04.23,3,삼성,18,10,8,0,0.556,6승0무4패
2011.04.23,3,LG,18,10,8,0,0.556,5승0무5패
2011.04.23,5,KIA,18,9,9,0,0.500,4승0무6패
2011.04.23,6,롯데,17,5,10,2,0.333,4승1무5패
2011.04.23,6,넥센,18,6,12,0,0.333,5승0무5패
2011.04.23,8,한화,17,5,11,1,0.313,3승1무6패
2011.04.24,1,SK,18,13,5,0,0.722,6승0무4패
2011.04.24,2,두산,18,12,5,1,0.706,7승0무3패
2011.04.24,3,삼성,19,10,9,0,0.526,6승0무4패
2011.04.24,3,KIA,19,10,9,0,0.526,4승0무6패
2011.04.24,3,LG,19,10,9,0,0.526,5승0무5패
2011.04.24,6,넥센,19,7,12,0,0.368,5승0무5패
2011.04.24,7,롯데,18,5,11,2,0.313,4승1무5패
2011.04.24,8,한화,18,5,12,1,0.294,3승1무6패
2011.04.25,1,SK,18,13,5,0,0.722,6승0무4패
2011.04.25,2,두산,18,12,5,1,0.706,7승0무3패
2011.04.25,3,삼성,19,10,9,0,0.526,6승0무4패
2011.04.25,3,KIA,19,10,9,0,0.526,4승0무6패
2011.04.25,3,LG,19,10,9,0,0.526,5승0무5패
2011.04.25,6,넥센,19,7,12,0,0.368,5승0무5패
2011.04.25,7,롯데,18,5,11,2,0.313,4승1무5패
2011.04.25,8,한화,18,5,12,1,0.294,3승1무6패
2011.04.26,1,SK,18,13,5,0,0.722,6승0무4패
2011.04.26,2,두산,18,12,5,1,0.706,7승0무3패
2011.04.26,3,삼성,19,10,9,0,0.526,6승0무4패
2011.04.26,3,KIA,19,10,9,0,0.526,4승0무6패
2011.04.26,5,LG,20,10,10,0,0.500,5승0무5패
2011.04.26,6,넥센,20,8,12,0,0.400,5승0무5패
2011.04.26,7,롯데,19,6,11,2,0.353,4승1무5패
2011.04.26,8,한화,19,5,13,1,0.278,3승1무6패
2011.04.27,1,SK,19,14,5,0,0.737,6승0무4패
2011.04.27,2,두산,19,12,6,1,0.667,7승0무3패
2011.04.27,3,삼성,20,11,9,0,0.550,6승0무4패
2011.04.27,4,LG,21,11,10,0,0.524,5승0무5패
2011.04.27,5,KIA,20,10,10,0,0.500,4승0무6패
2011.04.27,6,넥센,21,9,12,0,0.429,5승0무5패
2011.04.27,7,롯데,20,6,12,2,0.333,4승1무5패
2011.04.27,8,한화,20,5,14,1,0.263,3승1무6패
2011.04.28,1,SK,20,15,5,0,0.750,6승0무4패
2011.04.28,2,두산,20,12,7,1,0.632,7승0무3패
2011.04.28,3,삼성,21,12,9,0,0.571,6승0무4패
2011.04.28,4,LG,22,12,10,0,0.545,5승0무5패
2011.04.28,5,KIA,21,10,11,0,0.476,4승0무6패
2011.04.28,6,넥센,22,10,12,0,0.455,5승0무5패
2011.04.28,7,롯데,21,6,13,2,0.316,4승1무5패
2011.04.28,8,한화,21,5,15,1,0.250,3승1무6패
2011.04.29,1,SK,21,15,6,0,0.714,6승0무4패
2011.04.29,2,두산,21,13,7,1,0.650,7승0무3패
2011.04.29,3,LG,23,13,10,0,0.565,5승0무5패
2011.04.29,4,삼성,22,12,10,0,0.545,6승0무4패
2011.04.29,5,KIA,22,10,12,0,0.455,4승0무6패
2011.04.29,6,넥센,23,10,13,0,0.435,5승0무5패
2011.04.29,7,롯데,22,7,13,2,0.350,4승1무5패
2011.04.29,8,한화,22,6,15,1,0.286,3승1무6패
2011.04.30,1,SK,21,15,6,0,0.714,6승0무4패
2011.04.30,2,두산,21,13,7,1,0.650,7승0무3패
2011.04.30,3,삼성,23,13,10,0,0.565,6승0무4패
2011.04.30,3,LG,23,13,10,0,0.565,5승0무5패
2011.04.30,5,KIA,23,11,12,0,0.478,4승0무6패
2011.04.30,6,넥센,23,10,13,0,0.435,5승0무5패
2011.04.30,7,롯데,23,7,14,2,0.333,3승1무6패
2011.04.30,8,한화,23,6,16,1,0.273,3승1무6패
2011.05.01,1,SK,22,16,6,0,0.727,7승0무3패
2011.05.01,2,두산,22,13,8,1,0.619,3승0무7패
2011.05.01,3,삼성,24,13,11,0,0.542,4승0무6패
2011.05.01,3,LG,24,13,11,0,0.542,7승0무3패
2011.05.01,5,KIA,24,11,13,0,0.458,4승0무6패
2011.05.01,5,넥센,24,11,13,0,0.458,6승0무4패
2011.05.01,7,롯데,24,8,14,2,0.364,6승0무4패
2011.05.01,8,한화,24,7,16,1,0.304,4승0무6패
2011.05.02,1,SK,22,16,6,0,0.727,7승0무3패
2011.05.02,2,두산,22,13,8,1,0.619,3승0무7패
2011.05.02,3,삼성,24,13,11,0,0.542,4승0무6패
2011.05.02,3,LG,24,13,11,0,0.542,7승0무3패
2011.05.02,5,KIA,24,11,13,0,0.458,4승0무6패
2011.05.02,5,넥센,24,11,13,0,0.458,6승0무4패
2011.05.02,7,롯데,24,8,14,2,0.364,6승0무4패
2011.05.02,8,한화,24,7,16,1,0.304,4승0무6패
2011.05.03,1,SK,23,17,6,0,0.739,7승0무3패
2011.05.03,2,두산,23,13,9,1,0.591,3승0무7패
2011.05.03,3,LG,25,14,11,0,0.560,7승0무3패
2011.05.03,4,삼성,25,13,12,0,0.520,4승0무6패
2011.05.03,5,넥센,25,12,13,0,0.480,6승0무4패
2011.05.03,6,KIA,25,11,14,0,0.440,4승0무6패
2011.05.03,7,롯데,25,9,14,2,0.391,6승0무4패
2011.05.03,8,한화,25,7,17,1,0.292,4승0무6패
2011.05.04,1,SK,24,18,6,0,0.750,7승0무3패
2011.05.04,2,두산,24,14,9,1,0.609,3승0무7패
2011.05.04,3,LG,26,14,12,0,0.538,7승0무3패
2011.05.04,4,삼성,26,13,13,0,0.500,4승0무6패
2011.05.04,5,KIA,26,12,14,0,0.462,4승0무6패
2011.05.04,5,넥센,26,12,14,0,0.462,6승0무4패
2011.05.04,7,롯데,26,10,14,2,0.417,6승0무4패
2011.05.04,8,한화,26,7,18,1,0.280,4승0무6패
2011.05.05,1,SK,25,19,6,0,0.760,7승0무3패
2011.05.05,2,두산,25,14,10,1,0.583,3승0무7패
2011.05.05,3,LG,27,15,12,0,0.556,7승0무3패
2011.05.05,4,삼성,27,14,13,0,0.519,4승0무6패
2011.05.05,5,넥센,27,13,14,0,0.481,6승0무4패
2011.05.05,6,KIA,27,12,15,0,0.444,4승0무6패
2011.05.05,7,롯데,27,10,15,2,0.400,6승0무4패
2011.05.05,8,한화,27,7,19,1,0.269,4승0무6패
2011.05.06,1,SK,26,20,6,0,0.769,7승0무3패
2011.05.06,2,LG,28,16,12,0,0.571,7승0무3패
2011.05.06,3,두산,26,14,11,1,0.560,3승0무7패
2011.05.06,4,삼성,28,14,14,0,0.500,4승0무6패
2011.05.06,5,넥센,28,13,15,0,0.464,6승0무4패
2011.05.06,6,KIA,28,12,16,0,0.429,4승0무6패
2011.05.06,7,롯데,28,11,15,2,0.423,6승0무4패
2011.05.06,8,한화,28,8,19,1,0.296,4승0무6패
2011.05.07,1,SK,27,20,7,0,0.741,7승0무3패
2011.05.07,2,LG,29,16,13,0,0.552,7승0무3패
2011.05.07,3,두산,27,14,12,1,0.538,3승0무7패
2011.05.07,4,삼성,29,15,14,0,0.517,4승0무6패
2011.05.07,5,넥센,29,14,15,0,0.483,6승0무4패
2011.05.07,6,KIA,29,13,16,0,0.448,4승0무6패
2011.05.07,7,롯데,29,12,15,2,0.444,6승0무4패
2011.05.07,8,한화,29,8,20,1,0.286,4승0무6패
2011.05.08,1,SK,28,20,8,0,0.714,7승0무3패
2011.05.08,2,LG,30,17,13,0,0.567,7승0무3패
2011.05.08,3,두산,28,15,12,1,0.556,3승0무7패
2011.05.08,4,삼성,30,15,15,0,0.500,4승0무6패
2011.05.08,5,KIA,30,14,16,0,0.467,4승0무6패
2011.05.08,5,넥센,30,14,16,0,0.467,6승0무4패
2011.05.08,7,롯데,30,12,16,2,0.429,6승0무4패
2011.05.08,8,한화,30,9,20,1,0.310,4승0무6패
2011.05.09,1,SK,28,20,8,0,0.714,7승0무3패
2011.05.09,2,LG,30,17,13,0,0.567,7승0무3패
2011.05.09,3,두산,28,15,12,1,0.556,3승0무7패
2011.05.09,4,삼성,30,15,15,0,0.500,4승0무6패
2011.05.09,5,KIA,30,14,16,0,0.467,4승0무6패
2011.05.09,5,넥센,30,14,16,0,0.467,6승0무4패
2011.05.09,7,롯데,30,12,16,2,0.429,6승0무4패
2011.05.09,8,한화,30,9,20,1,0.310,4승0무6패
2011.05.10,1,SK,29,20,9,0,0.690,4승0무6패
2011.05.10,2,LG,31,18,13,0,0.581,6승0무4패
2011.05.10,3,두산,29,15,13,1,0.536,3승0무7패
2011.05.10,4,삼성,31,16,15,0,0.516,6승0무4패
2011.05.10,5,KIA,31,15,16,0,0.484,7승0무3패
2011.05.10,6,넥센,31,14,17,0,0.452,2승0무8패
2011.05.10,7,롯데,31,13,16,2,0.448,7승0무3패
2011.05.10,8,한화,31,9,21,1,0.300,6승0무4패
2011.05.11,1,SK,29,20,9,0,0.690,4승0무6패
2011.05.11,2,LG,32,18,14,0,0.563,6승0무4패
2011.05.11,3,두산,29,15,13,1,0.536,3승0무7패
2011.05.11,4,삼성,31,16,15,0,0.516,6승0무4패
2011.05.11,5,KIA,31,15,16,0,0.484,7승0무3패
2011.05.11,6,넥센,31,14,17,0,0.452,2승0무8패
2011.05.11,7,롯데,31,13,16,2,0.448,7승0무3패
2011.05.11,8,한화,32,10,21,1,0.323,6승0무4패
2011.05.12,1,SK,30,21,9,0,0.700,4승0무6패
2011.05.12,2,LG,33,19,14,0,0.576,6승0무4패
2011.05.12,3,두산,30,15,14,1,0.517,3승0무7패
2011.05.12,4,삼성,32,16,16,0,0.500,6승0무4패
2011.05.12,4,KIA,32,16,16,0,0.500,7승0무3패
2011.05.12,6,롯데,32,14,16,2,0.467,7승0무3패
2011.05.12,7,넥센,32,14,18,0,0.438,2승0무8패
2011.05.12,8,한화,33,10,22,1,0.313,6승0무4패
2011.05.13,1,SK,31,22,9,0,0.710,4승0무6패
2011.05.13,2,LG,34,20,14,0,0.588,6승0무4패
2011.05.13,3,KIA,33,17,16,0,0.515,7승0무3패
2011.05.13,4,두산,31,15,15,1,0.500,3승0무7패
2011.05.13,5,삼성,33,16,17,0,0.485,6승0무4패
2011.05.13,6,롯데,33,14,17,2,0.452,7승0무3패
2011.05.13,7,넥센,33,14,19,0,0.424,2승0무8패
2011.05.13,8,한화,34,11,22,1,0.333,6승0무4패
2011.05.14,1,SK,32,22,10,0,0.688,4승0무6패
2011.05.14,2,LG,35,20,15,0,0.571,6승0무4패
2011.05.14,3,두산,32,16,15,1,0.516,3승0무7패
2011.05.14,4,삼성,34,17,17,0,0.500,6승0무4패
2011.05.14,4,KIA,34,17,17,0,0.500,7승0무3패
2011.05.14,6,롯데,34,15,17,2,0.469,7승0무3패
2011.05.14,7,넥센,34,15,19,0,0.441,2승0무8패
2011.05.14,8,한화,35,11,23,1,0.324,6승0무4패
2011.05.15,1,SK,33,23,10,0,0.697,4승0무6패
2011.05.15,2,LG,36,21,15,0,0.583,6승0무4패
2011.05.15,3,두산,33,16,16,1,0.500,3승0무7패
2011.05.15,4,삼성,35,17,18,0,0.486,6승0무4패
2011.05.15,4,KIA,35,17,18,0,0.486,7승0무3패
2011.05.15,6,롯데,35,16,17,2,0.485,7승0무3패
2011.05.15,7,넥센,35,15,20,0,0.429,2승0무8패
2011.05.15,8,한화,36,12,23,1,0.343,6승0무4패
2011.05.16,1,SK,33,23,10,0,0.697,4승0무6패
2011.05.16,2,LG,36,21,15,0,0.583,6승0무4패
2011.05.16,3,두산,33,16,16,1,0.500,3승0무7패
2011.05.16,4,삼성,35,17,18,0,0.486,6승0무4패
2011.05.16,4,KIA,35,17,18,0,0.486,7승0무3패
2011.05.16,6,롯데,35,16,17,2,0.485,7승0무3패
2011.05.16,7,넥센,35,15,20,0,0.429,2승0무8패
2011.05.16,8,한화,36,12,23,1,0.343,6승0무4패
2011.05.17,1,SK,34,23,11,0,0.676,4승0무6패
2011.05.17,2,LG,37,21,16,0,0.568,6승0무4패
2011.05.17,3,두산,34,17,16,1,0.515,3승0무7패
2011.05.17,4,삼성,36,18,18,0,0.500,6승0무4패
2011.05.17,4,롯데,36,17,17,2,0.500,7승0무3패
2011.05.17,4,KIA,36,18,18,0,0.500,7승0무3패
2011.05.17,7,넥센,36,15,21,0,0.417,2승0무8패
2011.05.17,8,한화,37,12,24,1,0.333,6승0무4패
2011.05.18,1,SK,35,24,11,0,0.686,4승0무6패
2011.05.18,2,LG,38,21,17,0,0.553,6승0무4패
2011.05.18,3,삼성,37,19,18,0,0.514,6승0무4패
2011.05.18,3,KIA,37,19,18,0,0.514,7승0무3패
2011.05.18,5,두산,35,17,17,1,0.500,3승0무7패
2011.05.18,6,롯데,37,17,18,2,0.486,7승0무3패
2011.05.18,7,넥센,37,15,22,0,0.405,2승0무8패
2011.05.18,8,한화,38,13,24,1,0.351,6승0무4패
2011.05.19,1,SK,36,24,12,0,0.667,4승0무6패
2011.05.19,2,LG,39,22,17,0,0.564,6승0무4패
2011.05.19,3,삼성,38,20,18,0,0.526,6승0무4패
2011.05.19,4,롯데,38,18,18,2,0.500,7승0무3패
2011.05.19,4,KIA,38,19,19,0,0.500,7승0무3패
2011.05.19,6,두산,36,17,18,1,0.486,3승0무7패
2011.05.19,7,넥센,38,15,23,0,0.395,2승0무8패
2011.05.19,8,한화,39,14,24,1,0.368,6승0무4패
2011.05.20,1,SK,36,24,12,0,0.667,5승0무5패
2011.05.20,2,LG,39,22,17,0,0.564,6승0무4패
2011.05.20,3,삼성,39,21,18,0,0.538,6승2무2패
2011.05.20,4,롯데,38,18,18,2,0.500,4승1무5패
2011.05.20,5,KIA,39,19,20,0,0.487,6승0무4패
2011.05.20,6,두산,37,17,19,1,0.472,2승1무7패
2011.05.20,7,넥센,38,15,23,0,0.395,2승0무8패
2011.05.20,8,한화,40,15,24,1,0.385,6승0무4패
2011.05.21,1,SK,36,24,12,0,0.667,5승0무5패
2011.05.21,2,LG,40,23,17,0,0.575,6승0무4패
2011.05.21,3,삼성,40,21,18,1,0.538,6승2무2패
2011.05.21,4,롯데,39,18,19,2,0.486,4승1무5패
2011.05.21,5,KIA,40,19,21,0,0.475,6승0무4패
2011.05.21,6,두산,38,17,19,2,0.472,2승1무7패
2011.05.21,7,한화,41,16,24,1,0.400,6승0무4패
2011.05.21,8,넥센,38,15,23,0,0.395,2승0무8패
2011.05.22,1,SK,37,25,12,0,0.676,5승0무5패
2011.05.22,2,LG,41,24,17,0,0.585,6승0무4패
2011.05.22,3,삼성,41,22,18,1,0.550,6승2무2패
2011.05.22,4,KIA,41,20,21,0,0.488,6승0무4패
2011.05.22,5,롯데,40,18,20,2,0.474,4승1무5패
2011.05.22,6,두산,39,17,20,2,0.459,2승1무7패
2011.05.22,7,한화,42,16,25,1,0.390,6승0무4패
2011.05.22,8,넥센,39,15,24,0,0.385,2승0무8패
2011.05.23,1,SK,37,25,12,0,0.676,5승0무5패
2011.05.23,2,LG,41,24,17,0,0.585,6승0무4패
2011.05.23,3,삼성,41,22,18,1,0.550,6승2무2패
2011.05.23,4,KIA,41,20,21,0,0.488,6승0무4패
2011.05.23,5,롯데,40,18,20,2,0.474,4승1무5패
2011.05.23,6,두산,39,17,20,2,0.459,2승1무7패
2011.05.23,7,한화,42,16,25,1,0.390,6승0무4패
2011.05.23,8,넥센,39,15,24,0,0.385,2승0무8패
2011.05.24,1,SK,38,25,13,0,0.658,5승0무5패
2011.05.24,2,LG,42,24,18,0,0.571,6승0무4패
2011.05.24,3,삼성,42,22,19,1,0.537,6승2무2패
2011.05.24,4,KIA,42,21,21,0,0.500,6승0무4패
2011.05.24,5,롯데,41,19,20,2,0.487,4승1무5패
2011.05.24,6,두산,40,18,20,2,0.474,2승1무7패
2011.05.24,7,한화,43,17,25,1,0.405,6승0무4패
2011.05.24,8,넥센,40,15,25,0,0.375,2승0무8패
2011.05.25,1,SK,39,26,13,0,0.667,5승0무5패
2011.05.25,2,LG,43,25,18,0,0.581,6승0무4패
2011.05.25,3,삼성,43,22,19,2,0.537,6승2무2패
2011.05.25,4,KIA,43,22,21,0,0.512,6승0무4패
2011.05.25,5,롯데,42,19,20,3,0.487,4승1무5패
2011.05.25,6,두산,41,18,21,2,0.462,2승1무7패
2011.05.25,7,한화,44,17,26,1,0.395,6승0무4패
2011.05.25,8,넥센,41,15,26,0,0.366,2승0무8패
2011.05.26,1,SK,40,27,13,0,0.675,5승0무5패
2011.05.26,2,LG,44,26,18,0,0.591,6승0무4패
2011.05.26,3,삼성,43,22,19,2,0.537,6승2무2패
2011.05.26,4,KIA,44,23,21,0,0.523,6승0무4패
2011.05.26,5,롯데,42,19,20,3,0.487,4승1무5패
2011.05.26,6,두산,42,18,22,2,0.450,2승1무7패
2011.05.26,7,한화,45,17,27,1,0.386,6승0무4패
2011.05.26,8,넥센,42,15,27,0,0.357,2승0무8패
2011.05.27,1,SK,41,27,14,0,0.659,5승0무5패
2011.05.27,2,LG,45,26,19,0,0.578,6승0무4패
2011.05.27,3,삼성,44,23,19,2,0.548,6승2무2패
2011.05.27,4,KIA,45,24,21,0,0.533,6승0무4패
2011.05.27,5,롯데,43,19,21,3,0.475,4승1무5패
2011.05.27,6,두산,43,18,23,2,0.439,2승1무7패
2011.05.27,7,한화,46,18,27,1,0.400,6승0무4패
2011.05.27,8,넥센,43,16,27,0,0.372,2승0무8패
2011.05.28,1,SK,42,27,15,0,0.643,5승0무5패
2011.05.28,2,LG,46,27,19,0,0.587,6승0무4패
2011.05.28,3,삼성,45,24,19,2,0.558,6승2무2패
2011.05.28,4,KIA,46,24,22,0,0.522,6승0무4패
2011.05.28,5,롯데,44,20,21,3,0.488,4승1무5패
2011.05.28,6,두산,44,18,24,2,0.429,2승1무7패
2011.05.28,7,한화,47,19,27,1,0.413,6승0무4패
2011.05.28,8,넥센,44,16,28,0,0.364,2승0무8패
2011.05.29,1,SK,43,28,15,0,0.651,5승0무5패
2011.05.29,2,LG,47,27,20,0,0.574,6승0무4패
2011.05.29,3,삼성,46,24,20,2,0.545,6승2무2패
2011.05.29,4,KIA,47,25,22,0,0.532,6승0무4패
2011.05.29,5,롯데,45,20,22,3,0.476,4승1무5패
2011.05.29,6,두산,45,19,24,2,0.442,2승1무7패
2011.05.29,7,한화,48,19,28,1,0.404,6승0무4패
2011.05.29,8,넥센,45,17,28,0,0.378,2승0무8패
2011.05.30,1,SK,43,28,15,0,0.651,5승0무5패
2011.05.30,2,LG,47,27,20,0,0.574,7승0무3패
